sales_date,stock_code,description,market_id,abc_segment,xyz_segment,abc_xyz_segment,actual_sales,forecast_sales,forecast_error,abs_forecast_error,wmape,mae,rmse,bias,revenue,stockout_risk_flag,overstock_risk_flag,suggested_reorder_point,suggested_safety_stock
2011-11-08,10135,,United Kingdom,A,Z,AZ,20,8.91140703366447,11.08859296633553,11.08859296633553,0.6796884017968533,8.971886903718463,11.26063281410115,,4254.15,True,True,138.69418970022048,46.29418970022048
2011-11-08,15034,,United Kingdom,B,Z,BZ,2,10.953522171833113,-8.953522171833113,8.953522171833113,5.638398391250126,71.68820811732303,127.32461873017351,,1267.75,True,True,155.19327469905545,66.19327469905546
2011-11-08,15036,,United Kingdom,A,Z,AZ,9,17.73699826625705,-8.73699826625705,8.73699826625705,0.830089001562646,22.827447542972763,27.452592277992817,,29219.2,True,True,334.12313105562947,141.62313105562947
2011-11-08,15039,,United Kingdom,A,Z,AZ,1,7.349703075500187,-6.349703075500187,6.349703075500187,1.1407932622543029,16.097860478477386,20.50958277399741,,4201.93,True,True,201.71329585755888,102.9355180797811
2011-11-08,15056BL,,United Kingdom,A,Z,AZ,2,3.837009128354466,-1.8370091283544658,1.8370091283544658,0.8441713426813999,7.175456412791899,11.880423772412577,,41171.29,True,True,116.02870366667976,56.52870366667976
2011-11-08,15056N,,United Kingdom,A,Z,AZ,3,5.594788318847582,-2.5947883188475824,2.5947883188475824,0.7439837152366139,7.365438780842477,13.397041223706577,,52591.04,True,True,137.3571445261453,68.05714452614532
2011-11-08,15056bl,,United Kingdom,B,Y,BY,1,2.3463864964091856,-1.3463864964091856,1.3463864964091856,0.5772016709143044,0.9620027848571739,1.0852731954051553,,1583.52,True,True,15.23107405079099,3.564407384124323
2011-11-08,16054,,United Kingdom,C,Z,CZ,4,44.08762994987677,-40.08762994987677,40.08762994987677,0.7091092768220707,33.469957866001735,56.235585116540776,,128.76,True,True,380.8409933315348,126.0409933315348
2011-11-08,16161U,,Spain,C,X,CX,25,39.0758694492308,-14.075869449230801,14.075869449230801,0.5630347779692321,14.075869449230801,14.075869449230801,,21.0,False,True,175.0,0.0
2011-11-08,16168M,,United Kingdom,B,Z,BZ,24,14.321225304328411,9.678774695671589,9.678774695671589,0.6248441577607163,6.456722963527402,7.230493852647246,,458.77,True,True,120.9976118135492,48.664278480215856
2011-11-08,16169E,,France,C,X,CX,25,36.01979651289276,-11.01979651289276,11.01979651289276,0.330835460858533,8.270886521463325,8.715736916170902,,42.0,False,True,175.0,0.0
2011-11-08,16169E,,United Kingdom,B,Z,BZ,175,55.35909969266339,119.64090030733661,119.64090030733661,0.6626376485707124,39.73064901221897,73.06418939986,,1619.46,True,True,499.55624023544806,171.1395735687814
2011-11-08,16218,,United Kingdom,C,Z,CZ,5,70.07709757151046,-65.07709757151046,65.07709757151046,3.46500299720629,58.275050407560336,76.056726514241,,374.52,True,True,217.40619477200596,99.6789220447332
2011-11-08,16219,,United Kingdom,B,Z,BZ,2,15.503692437616705,-13.503692437616705,13.503692437616705,5.045333455392274,82.23893532289408,174.80862575130925,,461.29,True,True,184.71233341794647,86.01233341794651
2011-11-08,16235,,United Kingdom,B,X,BX,23,43.85144768995614,-20.85144768995614,20.85144768995614,2.188134830450432,28.237359002479383,48.46348608537681,,1202.04,True,True,168.8139201048401,78.48058677150675
2011-11-08,16236,,United Kingdom,B,Z,BZ,1,8.254030579987967,-7.254030579987967,7.254030579987967,2.9717584544365563,29.057193776712992,48.517532830351975,,493.47,True,True,138.63738442795997,70.19293998351552
2011-11-08,16237,,United Kingdom,B,Z,BZ,9,24.648925052778456,-15.648925052778456,15.648925052778456,1.9782763945922297,59.74394711668534,79.92495631917448,,2090.7,True,True,381.36468383167136,169.96468383167135
2011-11-08,16238,,United Kingdom,B,Z,BZ,4,13.430232049744877,-9.430232049744877,9.430232049744877,4.321400119646494,45.13462347186338,75.81029595285958,,490.22,True,True,124.7473985112582,51.63628740014708
2011-11-08,16254,,United Kingdom,C,Z,CZ,1,9.318643944138016,-8.318643944138016,8.318643944138016,6.019371856109067,7.022600498793911,8.551879603032797,,89.66,False,True,9.94887035872883,1.7822036920621616
2011-11-08,16258A,,United Kingdom,C,Z,CZ,1,4.275764278897135,-3.2757642788971353,3.2757642788971353,0.8072553105669307,9.633246706098706,13.45244294255956,,316.71,True,True,174.90321622698707,91.36988289365377
2011-11-08,16259,,United Kingdom,B,Z,BZ,8,18.92162953215017,-10.92162953215017,10.92162953215017,0.6219236746386939,6.219236746386939,7.796884225073993,,659.53,True,True,82.34746937635401,12.347469376354008
2011-11-08,17012D,,United Kingdom,B,Z,BZ,25,13.68686531871461,11.31313468128539,11.31313468128539,0.7642335219902328,7.336641811106235,9.420267314869498,,611.04,True,True,110.91000487663882,43.71000487663883
2011-11-08,17012F,,United Kingdom,B,Z,BZ,27,11.46715066478082,15.53284933521918,15.53284933521918,0.8418119941191025,8.816872991036915,12.26724142570611,,647.3,True,True,124.64755480061356,51.33176532692936
2011-11-08,17091J,,United Kingdom,B,Z,BZ,36,45.2685587760571,-9.268558776057098,9.268558776057098,1.2797343664025476,31.810539964863327,37.732493257870566,,2097.41,True,True,320.5866480434537,146.58664804345375
2011-11-08,20652,,United Kingdom,B,Z,BZ,1,2.792630123249104,-1.7926301232491042,1.7926301232491042,1.0365341206509866,8.177102507357782,13.773900310001526,,786.06,True,True,50.05715981793287,22.83493759571065
2011-11-08,20657,,United Kingdom,B,Z,BZ,1,3.2784522881473865,-2.2784522881473865,2.2784522881473865,0.919017800148236,1.378526700222354,1.6462690931400452,,473.47,True,True,13.5868673440885,3.086867344088502
2011-11-08,20659,,United Kingdom,B,Z,BZ,3,19.118662809508027,-16.118662809508027,16.118662809508027,2.170764509824985,7.597675784387448,10.073173035568074,,502.26,False,True,33.7606020322655,9.260602032265504
2011-11-08,20668,,United Kingdom,A,Z,AZ,120,180.36291075666648,-60.36291075666648,60.36291075666648,0.889991886012936,164.08813365082946,251.69020958487573,,2518.61,True,True,2266.437204704162,975.8446121115694
2011-11-08,20676,,United Kingdom,A,Z,AZ,1,3.3352112040652,-2.3352112040652,2.3352112040652,0.8018677201514324,13.975408836924963,22.54086591384929,,10130.19,True,True,231.3428495604537,109.34284956045366
2011-11-08,20679,,United Kingdom,A,Z,AZ,2,1.8412214592718077,0.1587785407281923,0.1587785407281923,0.8460041385255208,4.986971763939913,8.717982909925063,,25777.42,True,True,88.14324007537255,46.88008218063571
2011-11-08,20682,,United Kingdom,A,Z,AZ,2,2.5464689675597727,-0.5464689675597727,0.5464689675597727,0.6116687566782193,3.8739021256287223,5.959486723130912,,5884.53,True,True,85.38596114203762,41.05262780870428
2011-11-08,20685,,United Kingdom,A,Z,AZ,6,15.30170364971113,-9.30170364971113,9.30170364971113,0.7806475146021628,10.083363730277936,15.274570315243913,,55032.96,True,True,151.01311605621072,66.42978272287736
2011-11-08,20686,,United Kingdom,B,Z,BZ,1,5.659936716093269,-4.659936716093269,4.659936716093269,1.1426186210796996,7.084235450694138,13.998817664689488,,1636.94,True,True,107.61871222626628,64.21871222626626
2011-11-08,20711,,United Kingdom,A,Z,AZ,105,15.190079736937086,89.8099202630629,89.8099202630629,0.8840793896901226,30.710126168183205,62.64118351293684,,24755.47,True,True,273.6083750421432,143.9241645158274
2011-11-08,20712,,Germany,A,Z,AZ,-2,11.885664826277749,-13.885664826277749,13.885664826277749,0.5216677451637228,4.825426642764436,6.668595979372738,,2313.41,True,True,89.4,26.4
2011-11-08,20712,,United Kingdom,A,Z,AZ,32,33.07513342793274,-1.075133427932741,1.075133427932741,0.761471803303594,15.77334449700302,27.109711921072744,,26747.06,True,True,262.53454102234514,117.53454102234512
2011-11-08,20713,,United Kingdom,A,Z,AZ,22,48.50351832527941,-26.50351832527941,26.50351832527941,0.92063007817577,40.94962587725825,60.546622481999115,,37683.35,True,True,589.5268866436118,278.16688664361186
2011-11-08,20717,,United Kingdom,A,Z,AZ,37,13.843754368603594,23.156245631396406,23.156245631396406,0.7240853090585894,5.761200502509645,8.031590281374614,,6099.98,True,True,94.17140540834006,38.47575323442703
2011-11-08,20718,,United Kingdom,A,Z,AZ,29,28.160880014599226,0.8391199854007745,0.8391199854007745,0.7294663936844239,13.454602372401597,19.426408141822808,,13795.26,True,True,220.74907456596884,91.63796345485775
2011-11-08,20719,,Belgium,C,Y,CY,10,12.662468393791828,-2.662468393791828,2.662468393791828,0.18532425925411822,1.8532425925411822,2.022215246757504,,245.65,False,True,70.0,0.0
2011-11-08,20719,,France,B,Y,BY,20,12.35260160008186,7.64739839991814,7.64739839991814,0.30595349984757875,3.3144962483487697,4.139553281451977,,631.3,True,True,97.29390764997268,21.460574316639335
2011-11-08,20719,,United Kingdom,A,Z,AZ,39,19.167192760647858,19.832807239352142,19.832807239352142,0.7564580426890879,33.23012116098493,40.82217570194366,,20743.75,True,True,449.8876581752517,144.38765817525172
2011-11-08,20723,,United Kingdom,A,Z,AZ,44,14.78627027621801,29.213729723781988,29.213729723781988,0.6910195142169046,27.764176910500627,35.033468290333886,,18166.98,True,True,421.5962169956853,140.34621699568532
2011-11-08,20724,,France,B,Y,BY,20,12.662468393791828,7.337531606208172,7.337531606208172,0.4182327733137727,5.808788518246843,7.6441688794836296,,897.6,True,True,131.3488247486971,34.126602526474855
2011-11-08,20724,,United Kingdom,A,Z,AZ,102,33.79645290910283,68.20354709089716,68.20354709089716,0.608512846300582,53.940317304215874,66.0335985097424,,28907.42,True,True,884.7105583936166,264.21055839361657
2011-11-08,20725,,United Kingdom,A,Y,AY,61,51.38813020498524,9.611869795014762,9.611869795014762,0.47800142375471394,28.270369919207365,38.17836304359251,,58257.05,True,True,567.613204727545,153.61320472754505
2011-11-08,20726,,United Kingdom,A,Z,AZ,29,13.29294490070277,15.70705509929723,15.70705509929723,0.6931517090997028,15.125560509282801,19.481529538324374,,28354.23,True,True,232.08912837728093,79.33912837728094
2011-11-08,20727,,United Kingdom,A,Z,AZ,51,34.477010125748706,16.522989874251294,16.522989874251294,0.3768344232317473,17.051757651236567,28.23626297545165,,40209.89,True,True,431.6103817321998,114.86038173219984
2011-11-08,20728,,United Kingdom,A,Z,AZ,49,25.03688824161719,23.96311175838281,23.96311175838281,0.5779383620087125,14.675506263864092,18.169522937422705,,33890.090000000004,True,True,249.87815417713117,72.12815417713114
2011-11-08,20733,,United Kingdom,B,Z,BZ,1,4.394900009665962,-3.394900009665962,3.394900009665962,1.5362486486927704,6.291303989884679,7.416402518616778,,1227.7,True,True,51.2200200758606,22.553353409193942
2011-11-08,20748,,United Kingdom,A,Z,AZ,1,3.307994913413045,-2.307994913413045,2.307994913413045,1.0394190825359935,2.910373431100782,3.828777068017077,,13758.03,True,True,34.84799986883525,15.247999868835256
2011-11-08,20749,,Germany,B,Z,BZ,-1,3.307994913413045,-4.3079949134130455,4.3079949134130455,1.223522848173286,2.039204746955477,2.615422076852886,,922.95,False,True,14.374166597784756,5.040833264451424
2011-11-08,20750,,United Kingdom,A,Z,AZ,7,4.958195012522683,2.0418049874773168,2.0418049874773168,0.4916025472634063,2.6218802520715005,3.254887110122849,,14962.07,True,True,61.61627941877023,24.2829460854369
